satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left,,salary_figure,new_salaries,,,,low,,
0.97,0.5,3,173,2,0,0,accounting,medium,0,,41356,43000,,,,,,
0.59,0.61,4,141,2,1,0,hr,medium,0,,40465,56000,,,,,,
0.93,0.62,3,231,6,0,0,hr,medium,0,,46422,43000,,,,,,
0.85,0.54,4,174,2,0,0,hr,medium,0,,48079,43000,,,,,,
0.7,0.57,4,211,3,0,0,hr,high,0,,64607,80000,,,,,,
0.54,0.91,3,249,3,0,0,technical,high,0,,58804,85000,,,,,,
0.42,0.86,2,108,5,0,0,technical,high,0,,80356,80000,,,,,,
0.96,0.75,4,165,3,0,0,technical,high,0,,80047,85000,,,,,,
0.58,0.8,3,181,4,0,0,technical,high,0,,76677,80000,,,,,,
0.61,0.59,3,237,2,0,0,technical,high,0,,64497,85000,,,,,,
0.62,0.97,5,180,2,0,0,technical,high,0,,67689,80000,,,,,,
0.68,0.7,3,209,3,0,0,technical,high,0,,53870,90000,,,,,,
0.6,0.73,3,191,5,1,0,technical,low,0,,15657,24500,,,,,,
0.7,0.91,4,181,2,1,0,technical,low,0,,22357,24500,,,,,,
0.65,0.55,4,250,2,0,0,technical,low,0,,15160,23500,,,,,,
0.48,0.59,2,179,2,0,0,technical,low,0,,17669,25500,,,,,,
0.75,0.73,3,225,4,0,0,support,low,0,,20435,23500,,,,,,
0.69,0.78,5,267,2,1,0,support,low,0,,20756,24500,,,,,,
0.34,0.46,2,169,2,1,0,support,low,0,,24965,25500,,,,,,
0.59,0.49,4,164,3,0,0,support,low,0,,20511,23500,,,,,,
0.94,0.95,4,155,3,0,0,support,medium,0,,30598,56000,,,,,,
0.98,0.77,5,223,2,1,0,support,medium,0,,28406,56000,,,,,,
0.72,0.66,3,160,3,0,0,support,medium,0,,30211,56000,,,,,,
0.79,0.7,4,268,2,0,0,support,medium,0,,37112,56000,,,,,,
0.54,0.61,4,151,4,1,0,support,medium,0,,31113,43000,,,,,,
0.73,0.95,3,156,2,0,0,support,medium,0,,34311,56000,,,,,,
0.82,0.58,4,136,3,0,0,support,medium,0,,48240,43000,,,,,,
0.57,0.45,3,189,2,0,0,technical,medium,0,,31136,50000,,,,,,
0.98,0.93,5,203,2,0,0,technical,medium,0,,36841,43000,,,,,,
0.91,0.65,5,174,2,0,0,technical,medium,0,,33979,56000,,,,,,
0.72,0.91,3,239,2,0,0,management,medium,0,,26402,43000,,,,,,
0.48,0.73,5,152,6,0,0,IT,medium,0,,27166,43000,,,,,,
0.57,0.86,4,268,6,0,0,IT,medium,0,,48683,43000,,,,,,
0.86,0.96,4,146,3,0,0,IT,medium,0,,31156,56000,,,,,,
0.63,0.85,3,232,4,0,0,IT,medium,0,,46559,43000,,,,,,
0.81,0.52,3,255,5,0,0,IT,medium,0,,46258,50000,,,,,,
0.21,0.37,4,129,4,0,0,product_mng,medium,0,,27229,50000,,,,,,
0.9,0.66,3,261,3,1,0,product_mng,medium,0,,48339,43000,,,,,,
0.79,0.78,3,101,2,1,0,product_mng,medium,0,,48402,43000,,,,,,
0.95,0.49,4,229,3,0,0,product_mng,medium,0,,43134,43000,,,,,,
0.29,0.43,3,162,4,0,0,IT,medium,0,,48182,43000,,,,,,
0.81,0.52,4,270,3,0,0,RandD,medium,0,,36077,50000,,,,,,
0.21,0.56,6,277,5,0,0,RandD,medium,0,,27611,43000,,,,,,
0.7,0.83,5,261,4,0,0,RandD,high,0,,54682,85000,,,,,,
0.66,0.64,4,204,2,0,0,RandD,low,0,,21906,24500,,,,,,
0.16,0.86,2,215,2,0,0,RandD,medium,0,,27452,43000,,,,,,
0.72,0.8,3,219,3,0,0,marketing,medium,0,,26926,50000,,,,,,
0.51,0.5,3,147,4,0,0,sales,medium,0,,27320,56000,,,,,,
0.59,0.63,5,243,2,0,0,accounting,medium,0,,47736,50000,,,,,,
0.66,0.4,2,155,5,1,0,support,medium,0,,32050,43000,,,,,,
0.69,0.84,3,253,2,0,0,technical,medium,0,,49200,56000,,,,,,
0.69,0.94,4,235,3,0,0,management,medium,0,,41326,50000,,,,,,
0.89,0.79,5,257,3,0,0,marketing,medium,0,,47760,43000,,,,,,
0.52,0.56,4,225,2,0,0,marketing,medium,0,,36080,50000,,,,,,
0.91,0.91,3,167,3,0,0,marketing,medium,0,,48017,56000,,,,,,
0.96,0.53,5,224,4,0,0,sales,low,0,,20719,25500,,,,,,
0.8,0.58,5,127,3,0,0,sales,low,0,,14081,23500,,,,,,
0.55,0.77,3,256,3,1,0,sales,low,0,,15383,24500,,,,,,
0.93,0.63,4,233,2,0,0,sales,low,0,,18668,25500,,,,,,
0.93,0.86,4,169,4,0,0,sales,low,0,,19616,23500,,,,,,
0.54,0.48,3,152,2,0,0,sales,low,0,,24813,24500,,,,,,
0.48,0.76,5,236,2,0,0,sales,low,0,,23399,23500,,,,,,
0.19,0.99,3,154,2,0,0,sales,high,0,,60775,85000,,,,,,
0.95,0.71,3,223,2,0,0,sales,low,0,,23468,25500,,,,,,
0.96,0.81,4,211,3,0,0,sales,high,0,,55469,90000,,,,,,
0.63,0.89,4,192,2,0,0,sales,high,0,,68700,85000,,,,,,
0.81,0.8,4,227,2,1,0,sales,low,0,,20060,25500,,,,,,
0.5,0.88,4,265,3,1,0,sales,low,0,,19916,25500,,,,,,
0.76,0.72,5,228,2,0,0,sales,high,0,,53455,85000,,,,,,
0.84,0.49,4,152,3,0,0,sales,low,0,,21677,23500,,,,,,
0.2,0.95,5,169,5,0,0,sales,medium,0,,34484,43000,,,,,,
0.78,0.92,3,169,3,0,0,sales,high,0,,64860,80000,,,,,,
0.8,0.68,4,157,3,0,0,sales,medium,0,,41409,50000,,,,,,
0.94,0.57,4,251,2,1,0,sales,medium,0,,41681,56000,,,,,,
0.44,0.74,5,253,2,0,0,accounting,medium,0,,44460,50000,,,,,,
0.92,0.85,3,155,2,0,0,accounting,medium,0,,29090,50000,,,,,,
0.54,0.8,3,232,2,0,0,accounting,high,0,,73415,90000,,,,,,
0.56,0.56,4,195,2,0,0,hr,medium,0,,36700,43000,,,,,,
0.66,0.69,4,198,3,1,0,hr,medium,0,,34125,50000,,,,,,
0.8,0.91,3,246,3,0,0,hr,medium,0,,28733,56000,,,,,,
0.6,0.81,2,214,3,0,0,hr,high,0,,73581,90000,,,,,,
0.73,0.73,5,249,3,0,0,technical,medium,0,,28151,43000,,,,,,
0.55,0.74,3,211,3,1,0,technical,high,0,,67707,90000,,,,,,
0.7,0.71,5,269,3,0,0,technical,low,0,,16242,23500,,,,,,
0.53,0.68,4,214,3,0,0,technical,medium,0,,48779,56000,,,,,,
0.9,0.94,4,231,3,0,0,technical,medium,0,,31419,43000,,,,,,
0.8,0.78,3,175,3,0,0,technical,medium,0,,33615,50000,,,,,,
0.51,0.6,5,175,3,0,0,technical,medium,0,,34863,50000,,,,,,
0.86,0.96,5,238,5,0,0,technical,low,0,,20565,25500,,,,,,
0.63,0.79,4,228,4,0,0,technical,low,0,,18721,23500,,,,,,
0.83,0.93,3,220,4,0,0,technical,low,0,,18902,25500,,,,,,
0.85,0.55,4,233,2,1,0,technical,low,0,,22179,24500,,,,,,
0.8,0.57,3,225,4,0,0,support,low,0,,24328,25500,,,,,,
0.79,0.97,5,187,3,0,0,support,low,0,,18332,24500,,,,,,
0.37,0.71,3,117,3,0,0,support,low,0,,18272,24500,,,,,,
0.85,0.9,3,184,3,1,0,support,low,0,,23224,24500,,,,,,
0.76,0.56,3,216,3,0,0,support,low,0,,17264,25500,,,,,,
0.99,0.62,4,140,2,1,0,support,low,0,,18808,24500,,,,,,
0.55,0.63,3,201,2,1,0,support,high,0,,78366,85000,,,,,,
0.69,0.69,4,167,3,1,0,support,low,0,,14284,25500,,,,,,
0.68,1,5,203,2,0,0,support,low,0,,24613,23500,,,,,,
0.69,0.9,5,231,2,1,0,support,low,0,,24336,24500,,,,,,
0.65,0.7,3,141,4,0,0,support,low,0,,24392,25500,,,,,,
0.17,0.88,6,226,3,1,0,technical,high,0,,58924,80000,,,,,,
0.48,0.65,3,199,2,0,0,technical,low,0,,15721,23500,,,,,,
0.65,0.59,4,192,3,0,0,technical,low,0,,19841,25500,,,,,,
0.57,0.49,4,247,2,0,0,management,low,0,,23857,23500,,,,,,
0.8,0.67,3,164,3,0,0,IT,high,0,,55351,90000,,,,,,
0.8,0.6,5,234,2,0,0,IT,low,0,,14046,23500,,,,,,
0.5,0.6,2,177,3,1,0,IT,medium,0,,42768,56000,,,,,,
0.95,0.87,3,208,2,0,0,IT,high,0,,55886,90000,,,,,,
0.69,0.93,3,233,3,0,0,IT,medium,0,,37689,50000,,,,,,
0.74,0.57,4,172,3,0,0,product_mng,high,0,,76131,85000,,,,,,
0.68,0.59,3,141,3,0,0,product_mng,medium,0,,29727,50000,,,,,,
0.68,0.55,3,213,3,0,0,product_mng,medium,0,,47041,56000,,,,,,
0.65,0.37,5,128,3,1,0,product_mng,medium,0,,47388,43000,,,,,,
0.85,0.92,4,151,3,1,0,IT,medium,0,,37807,50000,,,,,,
0.49,0.48,4,247,3,0,0,RandD,medium,0,,41869,50000,,,,,,
0.19,0.8,6,143,4,0,0,RandD,medium,0,,39698,43000,,,,,,
0.95,0.61,3,164,3,0,0,RandD,medium,0,,38978,56000,,,,,,
0.63,0.62,3,183,3,0,0,RandD,medium,0,,49282,50000,,,,,,
0.83,0.8,4,274,3,0,0,RandD,high,0,,73134,85000,,,,,,
0.62,0.78,4,261,2,0,0,marketing,low,0,,14900,25500,,,,,,
0.74,0.98,5,200,3,0,0,sales,medium,0,,38898,56000,,,,,,
0.7,0.87,5,177,2,0,0,accounting,medium,0,,46942,56000,,,,,,
0.28,0.38,5,139,4,0,0,support,medium,0,,26798,56000,,,,,,
0.39,0.56,6,228,5,0,0,technical,medium,0,,45375,56000,,,,,,
0.62,0.63,3,230,2,0,0,management,medium,0,,27405,43000,,,,,,
0.79,0.54,5,212,4,0,0,marketing,medium,0,,36043,56000,,,,,,
0.87,0.74,4,265,4,0,0,marketing,medium,0,,45318,50000,,,,,,
0.29,0.75,3,124,4,0,0,marketing,medium,0,,46356,56000,,,,,,
0.37,0.88,4,155,3,0,0,sales,medium,0,,46539,43000,,,,,,
0.68,0.55,4,215,4,0,0,sales,high,0,,54884,80000,,,,,,
0.9,0.51,4,214,2,0,0,sales,low,0,,24004,25500,,,,,,
0.97,0.65,3,181,3,0,0,sales,low,0,,19460,23500,,,,,,
0.6,0.77,4,229,2,0,0,sales,low,0,,19687,25500,,,,,,
0.58,0.79,5,262,2,0,0,sales,high,0,,73569,80000,,,,,,
0.83,0.86,3,165,3,0,0,sales,low,0,,14853,25500,,,,,,
0.83,0.73,5,136,3,0,0,sales,low,0,,22410,25500,,,,,,
0.94,0.71,4,151,2,1,0,sales,low,0,,18533,25500,,,,,,
0.69,0.9,5,226,4,0,0,sales,high,0,,58641,80000,,,,,,
0.81,0.81,5,215,2,0,0,sales,low,0,,22557,23500,,,,,,
0.19,0.5,6,143,5,1,0,sales,low,0,,19233,25500,,,,,,
0.18,0.64,3,223,4,1,0,sales,low,0,,23058,25500,,,,,,
0.58,0.63,4,271,3,0,0,sales,low,0,,18757,24500,,,,,,
0.76,0.65,3,220,3,0,0,sales,low,0,,16177,25500,,,,,,
0.26,0.47,6,182,4,0,0,sales,low,0,,18412,23500,,,,,,
0.78,0.87,3,190,3,0,0,sales,low,0,,19434,23500,,,,,,
0.71,0.56,3,198,3,0,0,sales,medium,0,,30127,50000,,,,,,
0.76,0.61,3,141,2,0,0,sales,medium,0,,36706,43000,,,,,,
0.44,0.81,3,248,2,0,0,accounting,medium,0,,45593,56000,,,,,,
0.26,0.69,2,168,5,0,0,accounting,medium,0,,44833,50000,,,,,,
0.75,0.57,5,162,3,0,0,accounting,medium,0,,48587,50000,,,,,,
0.64,0.9,4,211,3,0,0,hr,medium,0,,35053,50000,,,,,,
0.79,0.71,4,271,3,0,0,hr,medium,0,,48010,50000,,,,,,
0.96,0.61,3,271,2,0,0,hr,medium,0,,36572,56000,,,,,,
0.63,1,5,244,2,0,0,hr,medium,0,,27992,56000,,,,,,
0.65,0.55,5,261,3,1,0,technical,medium,0,,43923,43000,,,,,,
0.76,0.81,3,225,3,0,0,technical,medium,0,,45506,56000,,,,,,
0.26,0.9,4,266,5,0,0,technical,medium,0,,30470,56000,,,,,,
0.84,0.73,3,146,5,1,0,technical,high,0,,73015,90000,,,,,,
0.74,0.77,3,233,3,0,0,technical,low,0,,19917,23500,,,,,,
0.53,0.45,4,180,3,0,0,technical,medium,0,,47363,43000,,,,,,
0.7,0.56,5,208,3,0,0,technical,medium,0,,27840,50000,,,,,,
0.62,0.69,4,165,4,1,0,technical,medium,0,,32006,56000,,,,,,
0.71,0.68,4,221,4,0,0,technical,medium,0,,42696,56000,,,,,,
0.5,0.65,3,215,2,0,0,technical,low,0,,22049,24500,,,,,,
0.53,0.5,6,264,6,0,0,technical,low,0,,16891,23500,,,,,,
0.88,0.89,2,160,4,0,0,support,low,0,,19724,25500,,,,,,
0.79,0.83,2,192,3,0,0,support,low,0,,23839,24500,,,,,,
0.69,0.89,5,201,2,0,0,support,low,0,,17245,24500,,,,,,
0.57,0.96,4,264,2,0,0,support,low,0,,18754,24500,,,,,,
0.68,0.8,4,186,3,1,0,support,low,0,,14494,24500,,,,,,
0.6,0.82,4,272,3,0,0,support,low,0,,16709,24500,,,,,,
0.7,0.9,4,216,3,0,0,support,low,0,,16930,25500,,,,,,
0.71,0.76,4,142,2,1,0,support,low,0,,14809,24500,,,,,,
0.49,0.51,4,133,3,0,0,support,low,0,,23717,25500,,,,,,
0.74,0.7,4,260,2,0,0,support,low,0,,14549,23500,,,,,,
0.2,0.93,4,101,5,0,0,support,low,0,,22654,24500,,,,,,
0.57,0.5,4,230,2,0,0,technical,low,0,,19335,24500,,,,,,
0.83,0.48,3,242,4,0,0,technical,low,0,,24084,25500,,,,,,
0.22,0.64,3,193,2,0,0,technical,low,0,,24454,24500,,,,,,
0.67,0.57,2,234,4,0,0,management,low,0,,19795,23500,,,,,,
0.54,0.84,3,132,3,0,0,IT,low,0,,17857,24500,,,,,,
0.54,0.53,4,183,3,0,0,IT,low,0,,16971,25500,,,,,,
0.64,0.61,4,191,4,0,0,IT,low,0,,18962,25500,,,,,,
0.23,0.84,5,140,4,0,0,IT,low,0,,20464,25500,,,,,,
0.88,0.87,5,257,3,0,0,IT,medium,0,,32002,43000,,,,,,
0.83,0.54,4,219,3,0,0,product_mng,medium,0,,28537,43000,,,,,,
0.88,0.67,5,141,2,0,0,product_mng,medium,0,,28951,50000,,,,,,
0.9,0.85,5,162,2,0,0,product_mng,medium,0,,42821,56000,,,,,,
0.49,0.61,3,181,3,0,0,product_mng,medium,0,,38965,43000,,,,,,
0.55,0.49,3,191,3,0,0,IT,medium,0,,49400,43000,,,,,,
0.92,0.69,4,149,6,1,0,RandD,medium,0,,26402,43000,,,,,,
0.72,0.67,3,164,4,0,0,RandD,medium,0,,33742,50000,,,,,,
0.63,0.5,4,235,3,0,0,RandD,medium,0,,33546,43000,,,,,,
0.98,0.66,3,199,3,0,0,RandD,medium,0,,30139,43000,,,,,,
0.76,0.52,3,248,3,0,0,RandD,medium,0,,43747,50000,,,,,,
0.42,0.56,2,103,3,1,0,marketing,medium,0,,42469,50000,,,,,,
0.58,0.65,4,248,4,0,0,marketing,high,0,,57085,80000,,,,,,
0.85,0.82,3,153,3,1,0,sales,low,0,,14150,25500,,,,,,
0.67,0.95,4,241,4,0,0,accounting,medium,0,,33878,43000,,,,,,
0.58,1,4,258,3,0,0,support,medium,0,,29310,50000,,,,,,
0.84,0.76,5,172,5,1,0,technical,medium,0,,32808,50000,,,,,,
0.56,0.68,3,149,2,0,0,management,medium,0,,46750,43000,,,,,,
0.63,0.83,4,217,3,0,0,marketing,low,0,,18270,25500,,,,,,
0.51,0.92,3,243,3,0,0,marketing,low,0,,17276,23500,,,,,,
0.95,0.81,5,120,3,0,0,marketing,low,0,,16386,23500,,,,,,
0.85,0.55,3,137,3,1,0,sales,low,0,,24547,24500,,,,,,
0.73,0.78,5,150,3,0,0,sales,low,0,,18789,25500,,,,,,
0.2,0.49,5,199,5,0,0,sales,low,0,,22153,25500,,,,,,
0.78,0.79,3,203,2,0,0,sales,low,0,,24506,23500,,,,,,
0.83,0.8,3,273,3,0,0,sales,low,0,,19037,24500,,,,,,
0.87,0.56,2,214,3,1,0,sales,low,0,,17738,25500,,,,,,
0.98,0.99,5,141,3,0,0,sales,low,0,,23994,24500,,,,,,
1,0.81,5,243,3,0,0,sales,low,0,,14084,24500,,,,,,
0.7,0.55,4,159,3,0,0,sales,low,0,,24291,23500,,,,,,
0.62,0.88,5,146,3,0,0,sales,low,0,,23863,25500,,,,,,
0.67,0.72,4,159,2,0,0,sales,low,0,,17198,23500,,,,,,
0.86,0.96,4,196,3,0,0,sales,low,0,,23989,25500,,,,,,
0.44,0.57,5,183,2,1,0,sales,low,0,,14871,23500,,,,,,
0.19,0.86,4,192,4,0,0,sales,low,0,,18082,25500,,,,,,
0.76,0.83,4,246,2,0,0,sales,low,0,,20416,23500,,,,,,
0.89,0.93,5,191,4,0,0,sales,low,0,,15470,24500,,,,,,
0.25,0.97,3,158,3,0,0,sales,low,0,,18058,24500,,,,,,
0.68,1,4,167,2,0,0,sales,low,0,,14295,23500,,,,,,
0.38,0.5,2,187,2,1,0,sales,medium,0,,35032,43000,,,,,,
0.64,0.95,4,199,4,0,0,accounting,medium,0,,26601,43000,,,,,,
0.76,0.62,4,157,3,0,0,accounting,medium,0,,34958,43000,,,,,,
0.26,0.45,2,157,3,0,0,accounting,medium,0,,42645,50000,,,,,,
0.69,0.67,3,178,2,0,0,hr,medium,0,,33833,56000,,,,,,
0.98,0.66,3,154,2,0,0,hr,medium,0,,48777,56000,,,,,,
0.86,0.83,5,208,2,1,0,hr,medium,0,,28250,56000,,,,,,
0.14,0.68,4,273,5,1,0,hr,medium,0,,38885,50000,,,,,,
0.58,0.63,4,159,3,0,0,technical,medium,0,,43349,56000,,,,,,
0.63,0.97,4,234,2,0,0,technical,medium,0,,43118,43000,,,,,,
0.7,0.91,5,139,3,1,0,technical,medium,0,,38385,56000,,,,,,
0.73,0.62,4,210,4,0,0,technical,medium,0,,41868,43000,,,,,,
0.89,0.52,3,164,3,0,0,technical,high,0,,74401,90000,,,,,,
0.17,0.61,3,241,5,1,0,technical,low,0,,19284,23500,,,,,,
0.86,0.73,5,259,2,0,0,technical,medium,0,,46568,50000,,,,,,
0.59,0.73,3,159,3,1,0,technical,medium,0,,48829,56000,,,,,,
0.22,0.51,4,131,2,0,0,technical,medium,0,,33870,56000,,,,,,
0.55,0.57,3,266,2,0,0,technical,medium,0,,41917,50000,,,,,,
0.74,0.6,3,153,2,0,0,technical,low,0,,14550,25500,,,,,,
0.55,0.54,3,253,2,0,0,support,low,0,,23144,23500,,,,,,
0.67,0.94,4,141,2,1,0,support,low,0,,14668,23500,,,,,,
0.64,0.8,3,199,3,0,0,support,low,0,,23760,24500,,,,,,
0.58,0.71,3,205,3,0,0,support,low,0,,17363,23500,,,,,,
0.9,0.6,4,252,3,0,0,support,low,0,,21426,25500,,,,,,
0.89,0.9,4,153,3,0,0,support,low,0,,19768,23500,,,,,,
0.74,0.37,2,171,4,0,0,support,low,0,,16788,25500,,,,,,
0.78,0.91,5,150,4,0,0,support,low,0,,15900,25500,,,,,,
0.97,0.53,4,247,3,0,0,support,low,0,,18242,23500,,,,,,
0.52,0.92,4,150,2,1,0,support,low,0,,21941,23500,,,,,,
0.99,0.86,4,206,2,0,0,support,low,0,,23517,24500,,,,,,
0.76,0.44,4,192,4,1,0,technical,low,0,,19444,25500,,,,,,
0.69,0.96,5,164,3,0,0,technical,low,0,,17382,25500,,,,,,
0.59,0.69,3,186,3,0,0,technical,low,0,,22530,25500,,,,,,
0.95,0.63,3,249,3,0,0,management,low,0,,23395,25500,,,,,,
0.69,0.81,3,214,2,0,0,IT,low,0,,21475,25500,,,,,,
0.76,0.75,4,193,4,0,0,IT,low,0,,14034,25500,,,,,,
0.7,0.84,2,114,4,0,0,IT,low,0,,24996,25500,,,,,,
0.87,0.6,2,122,2,0,0,IT,low,0,,20614,25500,,,,,,
0.44,0.55,3,170,3,1,0,IT,low,0,,19507,23500,,,,,,
0.54,0.91,3,151,3,0,0,product_mng,medium,0,,39772,50000,,,,,,
0.55,0.75,3,156,3,0,0,product_mng,medium,0,,35820,56000,,,,,,
0.81,0.75,5,170,3,1,0,product_mng,medium,0,,36032,43000,,,,,,
0.5,0.55,3,188,2,0,0,product_mng,medium,0,,48236,43000,,,,,,
0.93,0.74,4,201,3,1,0,IT,medium,0,,43178,56000,,,,,,
0.64,0.5,6,254,6,0,0,RandD,medium,0,,48354,56000,,,,,,
0.57,0.78,3,206,4,0,0,RandD,medium,0,,45526,43000,,,,,,
0.95,0.74,4,216,3,0,0,RandD,medium,0,,29516,43000,,,,,,
0.86,0.67,5,200,3,0,0,RandD,medium,0,,29164,43000,,,,,,
0.82,0.58,4,202,2,0,0,RandD,medium,0,,41817,43000,,,,,,
0.18,0.79,4,217,4,0,0,RandD,medium,0,,47585,43000,,,,,,
0.58,0.7,5,151,4,0,0,marketing,medium,0,,38166,56000,,,,,,
0.57,0.56,3,224,2,0,0,sales,high,0,,79429,90000,,,,,,
0.94,0.83,5,148,3,0,0,accounting,low,0,,21948,25500,,,,,,
0.2,0.97,6,224,5,1,0,support,medium,0,,48452,43000,,,,,,
0.73,0.75,2,243,5,1,0,technical,medium,0,,29906,50000,,,,,,
0.94,0.8,4,238,3,1,0,management,medium,0,,43919,43000,,,,,,
0.99,0.61,3,254,3,0,0,marketing,medium,0,,28615,56000,,,,,,
0.22,0.49,4,218,4,0,0,marketing,low,0,,24723,23500,,,,,,
0.67,0.66,3,237,3,0,0,marketing,low,0,,23451,24500,,,,,,
0.49,0.67,4,185,2,0,0,sales,low,0,,24100,25500,,,,,,
0.78,0.95,4,184,3,0,0,sales,low,0,,19573,25500,,,,,,
0.15,0.74,2,176,3,1,0,sales,low,0,,15832,23500,,,,,,
0.91,0.89,4,260,3,0,0,sales,low,0,,16824,25500,,,,,,
0.7,0.78,4,254,4,0,0,sales,low,0,,15150,23500,,,,,,
0.6,0.95,3,221,3,0,0,sales,low,0,,23524,23500,,,,,,
0.59,0.57,5,257,2,0,0,sales,low,0,,15553,25500,,,,,,
0.59,0.93,3,265,3,1,0,sales,low,0,,20089,24500,,,,,,
0.55,0.64,3,138,3,1,0,sales,low,0,,15688,24500,,,,,,
0.42,0.75,3,163,2,1,0,sales,low,0,,20280,23500,,,,,,
0.57,0.81,3,144,3,0,0,sales,low,0,,24896,23500,,,,,,
0.72,0.51,3,146,2,1,0,sales,low,0,,19957,23500,,,,,,
0.83,0.81,3,242,6,0,0,sales,low,0,,17994,24500,,,,,,
0.89,0.93,4,249,3,0,0,sales,low,0,,22166,23500,,,,,,
0.55,0.59,3,245,3,0,0,sales,low,0,,14214,25500,,,,,,
0.53,0.75,4,201,2,0,0,sales,low,0,,23665,23500,,,,,,
0.74,0.59,4,177,4,1,0,sales,medium,0,,49766,50000,,,,,,
0.63,0.98,4,160,2,0,0,sales,medium,0,,34909,50000,,,,,,
0.63,0.4,6,177,2,1,0,sales,medium,0,,37298,56000,,,,,,
0.61,0.97,4,153,3,0,0,accounting,medium,0,,28775,50000,,,,,,
0.76,0.79,3,197,5,0,0,accounting,medium,0,,49394,50000,,,,,,
0.67,0.82,4,246,4,0,0,accounting,medium,0,,40914,43000,,,,,,
0.51,0.95,4,258,3,0,0,hr,medium,0,,28422,56000,,,,,,
0.67,0.55,3,137,3,0,0,hr,medium,0,,31883,50000,,,,,,
0.16,0.94,3,178,4,0,0,hr,medium,0,,45301,56000,,,,,,
0.34,0.85,4,123,4,0,0,hr,medium,0,,47373,43000,,,,,,
0.58,0.73,5,162,3,1,0,technical,medium,0,,35675,43000,,,,,,
0.5,0.71,5,210,5,0,0,technical,medium,0,,33300,56000,,,,,,
0.56,0.48,4,197,3,1,0,technical,high,0,,75416,85000,,,,,,
0.56,0.98,3,220,3,0,0,technical,low,0,,19183,24500,,,,,,
0.74,0.71,4,133,2,0,0,technical,medium,0,,49828,56000,,,,,,
0.69,0.99,3,198,2,0,0,technical,medium,0,,49899,43000,,,,,,
0.15,0.81,4,160,5,0,0,technical,medium,0,,40824,50000,,,,,,
0.58,0.67,2,180,2,0,0,technical,medium,0,,36603,43000,,,,,,
0.8,0.79,3,217,3,0,0,technical,low,0,,23351,23500,,,,,,
0.5,0.57,3,223,3,0,0,technical,low,0,,21186,24500,,,,,,
0.66,0.92,4,229,2,0,0,technical,low,0,,17802,24500,,,,,,
0.81,0.78,4,159,3,0,0,support,low,0,,23079,24500,,,,,,
0.14,0.68,5,253,5,0,0,support,low,0,,18400,23500,,,,,,
0.92,0.85,3,235,2,0,0,support,low,0,,15854,23500,,,,,,
0.69,0.91,4,186,3,0,0,support,low,0,,14404,25500,,,,,,
0.66,0.99,4,263,2,0,0,support,low,0,,20085,25500,,,,,,
0.85,0.39,4,239,4,0,0,support,low,0,,16031,25500,,,,,,
0.83,0.69,4,151,2,0,0,support,low,0,,21426,24500,,,,,,
1,0.49,3,106,4,0,0,support,low,0,,17771,23500,,,,,,
0.68,0.65,3,183,4,0,0,support,low,0,,19922,23500,,,,,,
0.26,0.97,3,125,2,0,0,support,low,0,,15793,25500,,,,,,
0.35,0.41,3,157,2,0,0,support,low,0,,23337,25500,,,,,,
0.12,0.58,3,241,2,0,0,technical,low,0,,18942,23500,,,,,,
0.91,0.93,4,184,3,0,0,technical,low,0,,17532,25500,,,,,,
0.65,0.67,4,144,3,0,0,technical,low,0,,16420,24500,,,,,,
0.78,0.72,3,255,4,1,0,management,low,0,,21579,23500,,,,,,
0.61,0.82,3,261,4,0,0,IT,low,0,,19647,25500,,,,,,
0.64,0.51,4,207,2,0,0,IT,low,0,,18773,25500,,,,,,
0.58,0.73,4,205,4,0,0,IT,low,0,,20947,25500,,,,,,
0.63,0.76,4,217,2,1,0,IT,medium,0,,47766,43000,,,,,,
0.94,0.6,4,215,2,1,0,IT,medium,0,,39217,56000,,,,,,
0.26,0.81,5,139,4,0,0,product_mng,medium,0,,30034,43000,,,,,,
0.59,0.69,3,146,3,0,0,product_mng,medium,0,,26343,43000,,,,,,
0.78,0.8,4,175,3,0,0,product_mng,medium,0,,39681,50000,,,,,,
0.86,0.64,5,188,3,0,0,product_mng,medium,0,,26125,43000,,,,,,
0.79,0.73,5,155,3,0,0,IT,medium,0,,38491,43000,,,,,,
0.89,0.73,4,171,4,0,0,RandD,medium,0,,28262,50000,,,,,,
0.34,0.99,4,184,3,0,0,RandD,medium,0,,43949,56000,,,,,,
0.29,0.77,3,164,6,0,0,RandD,medium,0,,27093,50000,,,,,,
0.71,0.89,3,244,4,0,0,RandD,medium,0,,32021,50000,,,,,,
0.93,0.58,4,222,2,0,0,RandD,medium,0,,41326,50000,,,,,,
0.94,0.76,4,231,3,1,0,RandD,high,0,,76259,90000,,,,,,
0.91,0.72,3,213,3,0,0,marketing,low,0,,24432,23500,,,,,,
0.71,0.96,4,144,4,0,0,sales,medium,0,,39988,43000,,,,,,
0.67,0.81,3,221,4,1,0,accounting,medium,0,,47749,43000,,,,,,
0.54,0.42,3,138,3,1,0,support,medium,0,,42998,43000,,,,,,
0.89,0.58,3,183,4,0,0,technical,medium,0,,47335,56000,,,,,,
0.94,0.91,3,250,3,1,0,management,low,0,,18557,24500,,,,,,
0.15,0.89,3,219,6,0,0,marketing,low,0,,22220,25500,,,,,,
0.45,0.92,6,164,4,1,0,marketing,low,0,,16464,25500,,,,,,
